Invoice Number,UID,LogType,Box ID,Scanned At,Updated At,Scanned By,Product Name,Batch Code,Size,Manufactured At,Expiry At,To,From,Remarks,Entry Type,Active,Organization,Company,Warehouse,Customer Code,Customer Name,SalesReturn,ReturnedFromSameCustomer,UniqueBoxId
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I44-GPE-AUH,10-03-2025 17:13:14,10-03-2025 17:13:14,8956048215,CORAGEN,0000189591,60ML,13/04/2024,12/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I44-GPE-AUH
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I44-JGN-9T8,10-03-2025 17:13:15,10-03-2025 17:13:15,8956048215,CORAGEN,0000189591,60ML,13/04/2024,12/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I44-JGN-9T8
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I44-HNS-AFY,10-03-2025 17:13:30,10-03-2025 17:13:31,8956048215,CORAGEN,0000189591,60ML,13/04/2024,12/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I44-HNS-AFY
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I44-FT2-62L,10-03-2025 17:13:31,10-03-2025 17:13:32,8956048215,CORAGEN,0000189591,60ML,13/04/2024,12/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I44-FT2-62L
FPSIFAKL24-07645,FMC032025/AKL/O/237,OLC,A44-B2K-I70,10-03-2025 17:13:50,10-03-2025 17:13:50,8956048215,BENEVIA,0000189192,90ML,09/04/2024,08/04/2026,SHRI SACHIN SEEDS COMPANY,RaamKay Crop Science Solutions Private Limited-AKOLA,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/237/A44-B2K-I70
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I44-M5F-OER,10-03-2025 17:14:31,10-03-2025 17:14:32,8956048215,CORAGEN,0000189591,60ML,13/04/2024,12/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I44-M5F-OER
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I44-G4H-8H4,10-03-2025 17:14:37,10-03-2025 17:14:37,8956048215,CORAGEN,0000189591,60ML,13/04/2024,12/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I44-G4H-8H4
FPSIFAKL24-07644,FMC032025/AKL/O/238,OLC,A48-2V1-K9B,10-03-2025 17:16:28,10-03-2025 17:16:28,8956048215,BENEVIA,0000201180,90ML,30/07/2024,29/07/2026,BALAJI KRISHI SEVA KENDRA,RaamKay Crop Science Solutions Private Limited-AKOLA,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/238/A48-2V1-K9B
FPSIFAKL24-07644,FMC032025/AKL/O/238,OLC,A48-2S8-39A,10-03-2025 17:16:35,10-03-2025 17:16:35,8956048215,BENEVIA,0000201180,90ML,30/07/2024,29/07/2026,BALAJI KRISHI SEVA KENDRA,RaamKay Crop Science Solutions Private Limited-AKOLA,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/238/A48-2S8-39A
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1UQ-4TK,10-03-2025 17:16:50,10-03-2025 17:16:50,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1UQ-4TK
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1E9-11M,10-03-2025 17:16:51,10-03-2025 17:16:52,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1E9-11M
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-4SW-PB3,10-03-2025 17:16:58,10-03-2025 17:16:59,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-4SW-PB3
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1VR-DS1,10-03-2025 17:16:59,10-03-2025 17:17:00,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1VR-DS1
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-13T-V5F,10-03-2025 17:17:19,10-03-2025 17:17:19,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-13T-V5F
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1PG-K1F,10-03-2025 17:17:20,10-03-2025 17:17:20,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1PG-K1F
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1ZA-B9V,10-03-2025 17:17:47,10-03-2025 17:17:47,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1ZA-B9V
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-4DL-IP9,10-03-2025 17:17:51,10-03-2025 17:17:51,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-4DL-IP9
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-3K9-JLV,10-03-2025 17:18:25,10-03-2025 17:18:25,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-3K9-JLV
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-25X-ALS,10-03-2025 17:18:26,10-03-2025 17:18:26,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-25X-ALS
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-2G2-MH8,10-03-2025 17:18:41,10-03-2025 17:18:42,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-2G2-MH8
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-2U6-5PJ,10-03-2025 17:18:42,10-03-2025 17:18:42,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-2U6-5PJ
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-427-04Z,10-03-2025 17:19:11,10-03-2025 17:19:11,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-427-04Z
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-48T-2N4,10-03-2025 17:19:12,10-03-2025 17:19:12,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-48T-2N4
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-10R-L88,10-03-2025 17:19:30,10-03-2025 17:19:30,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-10R-L88
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1K3-QPV,10-03-2025 17:19:31,10-03-2025 17:19:31,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1K3-QPV
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-20X-71K,10-03-2025 17:19:37,10-03-2025 17:19:37,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-20X-71K
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1RT-42Z,10-03-2025 17:19:39,10-03-2025 17:19:40,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1RT-42Z
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-4X8-PIY,10-03-2025 17:20:37,10-03-2025 17:20:37,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-4X8-PIY
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-21B-A3L,10-03-2025 17:20:38,10-03-2025 17:20:38,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-21B-A3L
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-45O-FIA,10-03-2025 17:20:42,10-03-2025 17:20:42,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-45O-FIA
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-145-TUP,10-03-2025 17:20:43,10-03-2025 17:20:43,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-145-TUP
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-4F3-BQQ,10-03-2025 17:21:04,10-03-2025 17:21:04,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-4F3-BQQ
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1S5-2IQ,10-03-2025 17:21:05,10-03-2025 17:21:05,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1S5-2IQ
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-155-OJP,10-03-2025 17:21:38,10-03-2025 17:21:39,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-155-OJP
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-3V8-AO1,10-03-2025 17:21:39,10-03-2025 17:21:40,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-3V8-AO1
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1YJ-6OC,10-03-2025 17:21:43,10-03-2025 17:21:43,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1YJ-6OC
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-2QD-QH5,10-03-2025 17:21:44,10-03-2025 17:21:44,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-2QD-QH5
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-2FB-XAR,10-03-2025 17:22:30,10-03-2025 17:22:30,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-2FB-XAR
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-2HX-5LO,10-03-2025 17:22:31,10-03-2025 17:22:31,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-2HX-5LO
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-4V9-P7B,10-03-2025 17:22:47,10-03-2025 17:22:47,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-4V9-P7B
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-461-DTO,10-03-2025 17:22:48,10-03-2025 17:22:48,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-461-DTO
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1DF-FVA,10-03-2025 17:22:51,10-03-2025 17:22:51,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1DF-FVA
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-2DH-5ZE,10-03-2025 17:22:52,10-03-2025 17:22:52,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-2DH-5ZE
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-222-5UR,10-03-2025 17:23:34,10-03-2025 17:23:34,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-222-5UR
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-4UK-KJN,10-03-2025 17:23:35,10-03-2025 17:23:36,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-4UK-KJN
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-12L-9LZ,10-03-2025 17:23:56,10-03-2025 17:23:56,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-12L-9LZ
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-37W-HRR,10-03-2025 17:23:58,10-03-2025 17:23:58,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-37W-HRR
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-21S-PWF,10-03-2025 17:24:08,10-03-2025 17:24:08,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-21S-PWF
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-21D-UCP,10-03-2025 17:24:09,10-03-2025 17:24:09,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-21D-UCP
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1C3-R4D,10-03-2025 17:24:10,10-03-2025 17:24:10,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1C3-R4D
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-483-BTK,10-03-2025 17:24:32,10-03-2025 17:24:32,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-483-BTK
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1I3-0C6,10-03-2025 17:24:33,10-03-2025 17:24:33,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1I3-0C6
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-3J4-XFW,10-03-2025 17:25:06,10-03-2025 17:25:07,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-3J4-XFW
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-4BY-0E2,10-03-2025 17:25:09,10-03-2025 17:25:09,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-4BY-0E2
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1IT-SA9,10-03-2025 17:25:17,10-03-2025 17:25:17,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1IT-SA9
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-2H8-0VI,10-03-2025 17:25:20,10-03-2025 17:25:20,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-2H8-0VI
FPTSAKL24-00314,FMC032025/AKL/O/228,OLC,I45-1BJ-5W0,10-03-2025 17:25:36,10-03-2025 17:25:36,8956048215,CORAGEN,0000191542,60ML,27/04/2024,26/04/2026,RaamKay Crop Science Solutions Private Limited-RAIPUR,RaamKay Crop Science Solutions Private Limited-AKOLA NEW,,SCANNED,True,FMC,RAAMKAY CROP SCIENCE SOLUTIONS PRIVATE LIMITED,Akola,,,False,,FMC032025/AKL/O/228/I45-1BJ-5W0
